Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1_Performance_Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score
"100316","PALM BAY HOSPITAL","1425 MALABAR RD, NE","Palm Bay","FL","32907","BREVARD","0.843294","0 out of 10","Not Available","0 out of 10","0.882073","1 out of 10","Not Available","1 out of 10","0.897305","7 out of 10","Not Available","7 out of 10","0.502868","7 out of 10","6 out of 9","7 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10","10 out of 10","0.000","10 out of 10","Not Available","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"100319","FLORIDA HOSPITAL WESLEY CHAPEL","2600 BRUCE B DOWNS BLVD","Wesley Chapel","FL","33544","PASCO","0.863560","Not Available","Not Available","Not Available","0.903514","10 out of 10","Not Available","10 out of 10","0.906315","10 out of 10","Not Available","10 out of 10","0.547046","4 out of 10","Not Available","4 out of 10","0.408","2 out of 10","Not Available","2 out of 10","0.000","10 out of 10","Not Available","10 out of 10","1 out of 10","0.618","1 out of 10","Not Available","1 out of 10","Not Available","Not Available","Not Available","Not Available"
"100320","POINCIANA MEDICAL CENTER","325 CYPRESS PKWY","Kissimmee","FL","34758","OSCEOLA","0.863260","Not Available","Not Available","Not Available","0.881210","Not Available","Not Available","Not Available","0.893596","Not Available","Not Available","Not Available","0.542503","4 out of 10","Not Available","4 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"100321","ST VINCENTS MEDICAL CENTER - CLAY COUNTY","1670 ST VINCENTS WAY","Middleburg","FL","32068","CLAY","0.860413","Not Available","Not Available","Not Available","0.892175","6 out of 10","Not Available","6 out of 10","0.902744","9 out of 10","Not Available","9 out of 10","0.452553","9 out of 10","Not Available","9 out of 10","0.000","10 out of 10","Not Available","10 out of 10","0.505","4 out of 10","Not Available","4 out of 10","0 out of 10","2.500","0 out of 10","Not Available","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"100322","REGIONAL GENERAL HOSPITAL WILLISTON","125 SW 7TH ST","Williston","FL","32696","LEVY","Not Available","Not Available","Not Available","Not Available","0.886662","Not Available","Not Available","Not Available","0.888401","Not Available","Not Available","Not Available","0.480860","8 out of 10","Not Available","8 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110001","HAMILTON MEDICAL CENTER","1200 MEMORIAL DRIVE","Dalton","GA","30720","WHITFIELD","0.857713","7 out of 10","8 out of 9","8 out of 10","0.895272","7 out of 10","8 out of 9","8 out of 10","0.877260","0 out of 10","3 out of 9","3 out of 10","0.425288","10 out of 10","9 out of 9","10 out of 10","1.049","0 out of 10","0 out of 9","0 out of 10","1.007","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0.865","0 out of 10","5 out of 9","5 out of 10","0.907","0 out of 10","0 out of 9","0 out of 10"
"110002","UPSON REGIONAL MEDICAL CENTER","801 W GORDON STREET","Thomaston","GA","30286","UPSON","0.852160","Not Available","Not Available","Not Available","0.879447","0 out of 10","2 out of 9","2 out of 10","0.850148","0 out of 10","0 out of 9","0 out of 10","0.309588","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.851","0 out of 10","0 out of 9","0 out of 10","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"110003","MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC","1900 TEBEAU STREET","Waycross","GA","31501","WARE","0.867170","10 out of 10","9 out of 9","10 out of 10","0.893642","6 out of 10","6 out of 9","6 out of 10","0.899389","7 out of 10","7 out of 9","7 out of 10","0.382510","10 out of 10","9 out of 9","10 out of 10","0.480","0 out of 10","5 out of 9","5 out of 10","0.407","5 out of 10","6 out of 9","6 out of 10","1 out of 10","0.605","1 out of 10","0 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available"
"110004","CORNERSTONE MEDICAL CENTER","100 GROSS CRESCENT","Fort Oglethorpe","GA","30742","CATOOSA","0.852457","Not Available","Not Available","Not Available","0.867099","0 out of 10","0 out of 9","0 out of 10","0.874259","0 out of 10","0 out of 9","0 out of 10","0.638271","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","4.657","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110005","NORTHSIDE HOSPITAL FORSYTH","1200 NORTHSIDE FORSYTH DRIVE","Cumming","GA","30041","FORSYTH","0.867509","10 out of 10","9 out of 9","10 out of 10","0.882798","1 out of 10","0 out of 9","1 out of 10","0.854543","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.133","7 out of 10","2 out of 9","7 out of 10","0.646","2 out of 10","5 out of 9","5 out of 10","7 out of 10","0.312","5 out of 10","6 out of 9","6 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"110006","ST MARY'S HOSPITAL","1230 BAXTER STREET","Athens","GA","30606","CLARKE","0.863078","10 out of 10","9 out of 9","10 out of 10","0.880377","0 out of 10","0 out of 9","0 out of 10","0.868754","0 out of 10","0 out of 9","0 out of 10","0.370554","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10","0.634","2 out of 10","0 out of 9","2 out of 10","10 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"110007","PHOEBE PUTNEY MEMORIAL HOSPITAL","417 THIRD AVENUE","Albany","GA","31703","DOUGHERTY","0.852114","3 out of 10","0 out of 9","3 out of 10","0.878831","0 out of 10","3 out of 9","3 out of 10","0.878737","0 out of 10","3 out of 9","3 out of 10","0.535330","5 out of 10","5 out of 9","5 out of 10","0.630","0 out of 10","0 out of 9","0 out of 10","1.661","0 out of 10","0 out of 9","0 out of 10","5 out of 10","0.262","6 out of 10","6 out of 9","6 out of 10","2.240","0 out of 10","0 out of 9","0 out of 10"
"110008","NORTHSIDE HOSPITAL CHEROKEE","201 HOSPITAL ROAD","Canton","GA","30114","CHEROKEE","0.855711","5 out of 10","Not Available","5 out of 10","0.890165","5 out of 10","1 out of 9","5 out of 10","0.878817","0 out of 10","3 out of 9","3 out of 10","Not Available","Not Available","Not Available","Not Available","0.342","3 out of 10","2 out of 9","3 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10","7 out of 10","0.274","6 out of 10","0 out of 9","6 out of 10","0.000","10 out of 10","Not Available","10 out of 10"
"110010","EMORY UNIVERSITY HOSPITAL","1364 CLIFTON ROAD, NE","Atlanta","GA","30322","DE KALB","0.874610","10 out of 10","9 out of 9","10 out of 10","0.891467","5 out of 10","5 out of 9","5 out of 10","0.864935","0 out of 10","0 out of 9","0 out of 10","0.460713","9 out of 10","9 out of 9","9 out of 10","0.213","5 out of 10","6 out of 9","6 out of 10","1.284","0 out of 10","2 out of 9","2 out of 10","4 out of 10","0.478","3 out of 10","0 out of 9","3 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"110011","TANNER MEDICAL CENTER - CARROLLTON","705 DIXIE STREET","Carrollton","GA","30117","CARROLL","0.849345","2 out of 10","3 out of 9","3 out of 10","0.888307","4 out of 10","8 out of 9","8 out of 10","0.894368","5 out of 10","7 out of 9","7 out of 10","0.367418","10 out of 10","9 out of 9","10 out of 10","0.692","0 out of 10","0 out of 9","0 out of 10","0.814","0 out of 10","3 out of 9","3 out of 10","4 out of 10","1.091","0 out of 10","5 out of 9","5 out of 10","0.917","0 out of 10","Not Available","0 out of 10"
"110015","TANNER MEDICAL CENTER VILLA RICA","601 DALLAS HIGHWAY","Villa Rica","GA","30180","CARROLL","0.857201","Not Available","Not Available","Not Available","0.870027","0 out of 10","Not Available","0 out of 10","0.882234","0 out of 10","Not Available","0 out of 10","0.548806","4 out of 10","2 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110016","WELLSTAR WEST GEORGIA MEDICAL CENTER","1514 VERNON ROAD","Lagrange","GA","30240","TROUP","0.856345","6 out of 10","8 out of 9","8 out of 10","0.892074","6 out of 10","0 out of 9","6 out of 10","0.889447","3 out of 10","6 out of 9","6 out of 10","0.280472","10 out of 10","9 out of 9","10 out of 10","0.844","0 out of 10","0 out of 9","0 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10","5 out of 10","0.991","0 out of 10","3 out of 9","3 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"110018","PIEDMONT NEWTON HOSPITAL","5126 HOSPITAL DRIVE NE","Covington","GA","30014","NEWTON","0.856744","6 out of 10","Not Available","6 out of 10","0.848914","0 out of 10","0 out of 9","0 out of 10","0.874713","0 out of 10","0 out of 9","0 out of 10","0.494545","7 out of 10","6 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","2.890","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0.662","1 out of 10","0 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available"
"110023","GORDON HOSPITAL","1035 RED BUD ROAD","Calhoun","GA","30701","GORDON","0.859835","8 out of 10","7 out of 9","8 out of 10","0.893107","6 out of 10","6 out of 9","6 out of 10","0.876320","0 out of 10","0 out of 9","0 out of 10","0.286259","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","Not Available","10 out of 10","0.555","3 out of 10","0 out of 9","3 out of 10","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"110024","CANDLER HOSPITAL","5353 REYNOLDS STREET","Savannah","GA","31405","CHATHAM","0.863402","Not Available","Not Available","Not Available","0.903086","10 out of 10","9 out of 9","10 out of 10","0.891772","4 out of 10","4 out of 9","4 out of 10","0.630329","0 out of 10","4 out of 9","4 out of 10","1.250","0 out of 10","0 out of 9","0 out of 10","0.400","5 out of 10","8 out of 9","8 out of 10","0 out of 10","1.352","0 out of 10","0 out of 9","0 out of 10","1.016","0 out of 10","0 out of 9","0 out of 10"
"110025","SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS","2415 PARKWOOD DRIVE","Brunswick","GA","31520","GLYNN","0.860373","8 out of 10","9 out of 9","9 out of 10","0.879875","0 out of 10","0 out of 9","0 out of 10","0.884454","1 out of 10","1 out of 9","1 out of 10","0.515962","6 out of 10","0 out of 9","6 out of 10","0.480","0 out of 10","7 out of 9","7 out of 10","0.936","0 out of 10","0 out of 9","0 out of 10","4 out of 10","1.494","0 out of 10","0 out of 9","0 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"110026","ELBERT MEMORIAL HOSPITAL","4 MEDICAL DRIVE","Elberton","GA","30635","ELBERT","0.857748","Not Available","Not Available","Not Available","0.888255","4 out of 10","Not Available","4 out of 10","0.883818","1 out of 10","0 out of 9","1 out of 10","0.510908","6 out of 10","5 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110027","ST MARY'S SACRED HEART HOSPITAL, INC","367 CLEAR CREEK PARKWAY","Lavonia","GA","30553","FRANKLIN","0.865392","Not Available","Not Available","Not Available","0.882827","1 out of 10","Not Available","1 out of 10","0.880994","0 out of 10","4 out of 9","4 out of 10","0.368338","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110028","UNIVERSITY HOSPITAL","1350 WALTON WAY","Augusta","GA","30901","RICHMOND","0.848858","1 out of 10","4 out of 9","4 out of 10","0.877881","0 out of 10","0 out of 9","0 out of 10","0.877096","0 out of 10","2 out of 9","2 out of 10","0.318042","10 out of 10","9 out of 9","10 out of 10","0.815","0 out of 10","0 out of 9","0 out of 10","0.548","3 out of 10","2 out of 9","3 out of 10","2 out of 10","0.669","0 out of 10","0 out of 9","0 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"110029","NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET","Gainesville","GA","30501","HALL","0.862285","9 out of 10","9 out of 9","9 out of 10","0.901511","10 out of 10","9 out of 9","10 out of 10","0.894952","6 out of 10","1 out of 9","6 out of 10","0.473450","8 out of 10","8 out of 9","8 out of 10","0.165","6 out of 10","3 out of 9","6 out of 10","1.049","0 out of 10","1 out of 9","1 out of 10","4 out of 10","1.237","0 out of 10","2 out of 9","2 out of 10","0.333","6 out of 10","5 out of 9","6 out of 10"
"110030","CARTERSVILLE MEDICAL CENTER","960 JOE FRANK HARRIS PARKWAY","Cartersville","GA","30120","BARTOW","0.867315","10 out of 10","Not Available","10 out of 10","0.911568","10 out of 10","9 out of 9","10 out of 10","0.885334","2 out of 10","3 out of 9","3 out of 10","0.487489","7 out of 10","7 out of 9","7 out of 10","0.376","2 out of 10","6 out of 9","6 out of 10","1.832","0 out of 10","0 out of 9","0 out of 10","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"110031","WELLSTAR SPALDING REGIONAL HOSPITAL","601 SOUTH 8TH STREET","Griffin","GA","30223","SPALDING","0.852129","3 out of 10","5 out of 9","5 out of 10","0.874294","0 out of 10","2 out of 9","2 out of 10","0.866714","0 out of 10","0 out of 9","0 out of 10","0.319893","10 out of 10","9 out of 9","10 out of 10","1.971","0 out of 10","0 out of 9","0 out of 10","3.397","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1.669","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"110032","STEPHENS COUNTY HOSPITAL","163 HOSPITAL DRIVE","Toccoa","GA","30577","STEPHENS","0.869055","Not Available","Not Available","Not Available","0.878420","0 out of 10","0 out of 9","0 out of 10","0.900710","8 out of 10","7 out of 9","8 out of 10","0.624040","0 out of 10","5 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","0.590","3 out of 10","5 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110034","MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS","1120 15TH STREET","Augusta","GA","30912","RICHMOND","0.858704","7 out of 10","8 out of 9","8 out of 10","0.884897","2 out of 10","1 out of 9","2 out of 10","0.903338","9 out of 10","9 out of 9","9 out of 10","0.673875","0 out of 10","0 out of 9","0 out of 10","0.523","0 out of 10","0 out of 9","0 out of 10","1.830","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2.787","0 out of 10","0 out of 9","0 out of 10","2.886","0 out of 10","Not Available","0 out of 10"
"110035","WELLSTAR KENNESTONE HOSPITAL","677 CHURCH STREET","Marietta","GA","30060","COBB","0.876085","10 out of 10","9 out of 9","10 out of 10","0.897080","8 out of 10","7 out of 9","8 out of 10","0.878307","0 out of 10","0 out of 9","0 out of 10","0.575550","3 out of 10","0 out of 9","3 out of 10","0.323","3 out of 10","3 out of 9","3 out of 10","1.444","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1.417","0 out of 10","0 out of 9","0 out of 10","0.774","0 out of 10","0 out of 9","0 out of 10"
"110036","MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE","Savannah","GA","31403","CHATHAM","0.839792","0 out of 10","0 out of 9","0 out of 10","0.863678","0 out of 10","0 out of 9","0 out of 10","0.914378","10 out of 10","9 out of 9","10 out of 10","0.687845","0 out of 10","1 out of 9","1 out of 10","0.290","4 out of 10","0 out of 9","4 out of 10","1.709","0 out of 10","0 out of 9","0 out of 10","6 out of 10","0.823","0 out of 10","5 out of 9","5 out of 10","1.251","0 out of 10","7 out of 9","7 out of 10"
"110038","JOHN D ARCHBOLD MEMORIAL HOSPITAL","915 GORDON AVENUE & MIMOSA DRIVE","Thomasville","GA","31792","THOMAS","0.874063","10 out of 10","9 out of 9","10 out of 10","0.876127","0 out of 10","0 out of 9","0 out of 10","0.888015","3 out of 10","6 out of 9","6 out of 10","0.367898","10 out of 10","9 out of 9","10 out of 10","0.455","1 out of 10","0 out of 9","1 out of 10","0.526","4 out of 10","0 out of 9","4 out of 10","5 out of 10","0.332","5 out of 10","0 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available"
"110039","TRINITY HOSPITAL OF AUGUSTA","2260 WRIGHTSBORO RD","Augusta","GA","30904","RICHMOND","0.866984","Not Available","Not Available","Not Available","0.866854","0 out of 10","0 out of 9","0 out of 10","0.856131","0 out of 10","0 out of 9","0 out of 10","0.458541","9 out of 10","9 out of 9","9 out of 10","0.734","0 out of 10","1 out of 9","1 out of 10","3.595","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0.637","1 out of 10","0 out of 9","1 out of 10","1.984","0 out of 10","0 out of 9","0 out of 10"
