Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,IMM-2 Performance Rate,IMM-2 Achievement Points,IMM-2 Improvement Points,IMM-2 Measure Score,Preventive Condition/Procedure Score
"390002","UPMC MCKEESPORT","1500 FIFTH AVENUE","Mc Keesport","PA","15132","ALLEGHENY","0.97986","9 out of 10","7 out of 9","9 out of 10","9"
"100092","WUESTHOFF MEDICAL CENTER-ROCKLEDGE","110 LONGWOOD AVE","Rockledge","FL","32955","BREVARD","0.99647","10 out of 10","9 out of 9","10 out of 10","10"
"450775","KINGWOOD MEDICAL CENTER","22999 US HWY 59","Kingwood","TX","77339","HARRIS","0.98443","9 out of 10","7 out of 9","9 out of 10","9"
"100107","LEHIGH REGIONAL MEDICAL CENTER","1500 LEE BLVD","Lehigh Acres","FL","33936","LEE","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"110230","EMORY JOHNS CREEK HOSPITAL","6325 HOSPITAL PARKWAY","Johns Creek","GA","30097","CHATTOOGA","0.97847","8 out of 10","8 out of 9","8 out of 10","8"
"390058","CARLISLE REGIONAL MEDICAL CENTER","361 ALEXANDER SPRING ROAD","Carlisle","PA","17015","CUMBERLAND","0.99701","10 out of 10","9 out of 9","10 out of 10","10"
"060124","ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS","11650 W 2ND PLACE","Lakewood","CO","80228","JEFFERSON","0.93369","4 out of 10","8 out of 9","8 out of 10","8"
"360051","MIAMI VALLEY HOSPITAL","ONE WYOMING STREET","Dayton","OH","45409","MONTGOMERY","0.99819","10 out of 10","9 out of 9","10 out of 10","10"
"360210","GRADY MEMORIAL HOSPITAL","561 WEST CENTRAL AVENUE","Delaware","OH","43015","DELAWARE","0.99632","10 out of 10","9 out of 9","10 out of 10","10"
"050745","CHAPMAN GLOBAL MEDICAL CENTER","2601 E CHAPMAN AVE","Orange","CA","92869","ORANGE","0.94096","4 out of 10","0 out of 9","4 out of 10","4"
"320003","ALTA VISTA REGIONAL HOSPITAL","104 LEGION DRIVE","Las Vegas","NM","87701","SAN MIGUEL","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"360080","EAST OHIO REGIONAL HOSPITAL","90 NORTH FOURTH STREET","Martins Ferry","OH","43935","BELMONT","0.96296","7 out of 10","6 out of 9","7 out of 10","7"
"050230","GARDEN GROVE HOSPITAL & MEDICAL CENTER","12601 GARDEN GROVE BLVD","Garden Grove","CA","92843","ORANGE","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"010035","CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","Cullman","AL","35058","CULLMAN","0.99478","10 out of 10","0 out of 9","10 out of 10","10"
"520088","ST AGNES HOSPITAL","430 E DIVISON ST","Fond Du Lac","WI","54935","FOND DU LAC","0.97378","8 out of 10","4 out of 9","8 out of 10","8"
"260095","CENTERPOINT MEDICAL CENTER","19600 EAST 39TH STREET","Independence","MO","64057","JACKSON","0.99342","10 out of 10","9 out of 9","10 out of 10","10"
"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","Scottsboro","AL","35768","JACKSON","0.98950","10 out of 10","9 out of 9","10 out of 10","10"
"330144","IRA DAVENPORT MEMORIAL HOSPITAL, INC","7571 STATE ROUTE 54","Bath","NY","14810","STEUBEN","0.96460","7 out of 10","0 out of 9","7 out of 10","7"
"100069","FLORIDA HOSPITAL CARROLLWOOD","7171 N DALE MABRY HWY","Tampa","FL","33614","HILLSBOROUGH","0.99775","10 out of 10","9 out of 9","10 out of 10","10"
"300011","ST JOSEPH HOSPITAL","172 KINSLEY ST","Nashua","NH","03060","HILLSBOROUGH","0.95434","6 out of 10","4 out of 9","6 out of 10","6"
"060113","CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL","7700 S BROADWAY","Littleton","CO","80122","ARAPAHOE","0.88608","0 out of 10","0 out of 9","0 out of 10","0"
"070018","GREENWICH HOSPITAL ASSOCIATION","5 PERRYRIDGE RD","Greenwich","CT","06830","FAIRFIELD","0.80687","0 out of 10","2 out of 9","2 out of 10","2"
"360009","LIMA MEMORIAL HEALTH SYSTEM","1001 BELLEFONTAINE AVENUE","Lima","OH","45804","ALLEN","0.99443","10 out of 10","9 out of 9","10 out of 10","10"
"260175","GOLDEN VALLEY MEMORIAL HOSPITAL","1600 N 2ND ST","Clinton","MO","64735","HENRY","0.95522","6 out of 10","5 out of 9","6 out of 10","6"
"110016","WELLSTAR WEST GEORGIA MEDICAL CENTER","1514 VERNON ROAD","Lagrange","GA","30240","TROUP","0.98242","9 out of 10","8 out of 9","9 out of 10","9"
"360362","TRIHEALTH EVENDALE HOSPITAL","3155 GLENDALE MILFORD ROAD","Cincinnati","OH","45241","HAMILTON","0.96936","7 out of 10","Not Available","7 out of 10","7"
"530033","MOUNTAIN VIEW REGIONAL HOSPITAL","6550 EAST 2ND STREET","Casper","WY","82605","NATRONA","0.89565","0 out of 10","3 out of 9","3 out of 10","3"
"100038","MEMORIAL REGIONAL HOSPITAL","3501 JOHNSON ST","Hollywood","FL","33021","BROWARD","0.99625","10 out of 10","9 out of 9","10 out of 10","10"
"100022","JACKSON MEMORIAL HOSPITAL","1611 NW 12TH AVE","Miami","FL","33136","DADE","0.88261","0 out of 10","5 out of 9","5 out of 10","5"
"040001","SILOAM SPRINGS REGIONAL HOSPITAL","603 NORTH PROGRESS AVENUE","Siloam Springs","AR","72761","BENTON","0.99107","10 out of 10","9 out of 9","10 out of 10","10"
"260004","COOPER COUNTY MEMORIAL HOSPITAL","17651 B HWY","Boonville","MO","65233","COOPER","0.96429","7 out of 10","8 out of 9","8 out of 10","8"
"050093","SAINT AGNES MEDICAL CENTER","1303 E HERNDON AVE","Fresno","CA","93720","FRESNO","0.93084","3 out of 10","5 out of 9","5 out of 10","5"
"420087","ROPER HOSPITAL","316 CALHOUN ST","Charleston","SC","29401","CHARLESTON","0.99191","10 out of 10","9 out of 9","10 out of 10","10"
"330003","ALBANY MEMORIAL HOSPITAL","600 NORTHERN BOULEVARD","Albany","NY","12204","ALBANY","0.89441","0 out of 10","0 out of 9","0 out of 10","0"
"160082","IOWA METHODIST MEDICAL CENTER","1200 PLEASANT STREET","West Des Moines","IA","50265","POLK","0.88125","0 out of 10","3 out of 9","3 out of 10","3"
"390195","MAIN LINE HOSPITAL LANKENAU","100 LANCASTER AVE","Wynnewood","PA","19096","MONTGOMERY","0.79304","0 out of 10","0 out of 9","0 out of 10","0"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","Goldsboro","NC","27534","WAYNE","0.95968","6 out of 10","4 out of 9","6 out of 10","6"
"050726","STANISLAUS SURGICAL HOSPITAL","1421 OAKDALE ROAD","Modesto","CA","95355","STANISLAUS","0.94810","5 out of 10","7 out of 9","7 out of 10","7"
"240069","OWATONNA HOSPITAL","2250 26TH STREET NORTHWEST","Owatonna","MN","55060","STEELE","0.93644","4 out of 10","4 out of 9","4 out of 10","4"
"050526","HUNTINGTON BEACH HOSPITAL","17772 BEACH BLVD","Huntington Beach","CA","92647","ORANGE","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"450677","TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH","11801 SOUTH FREEWAY","Fort Worth","TX","76115","JOHNSON","0.96545","7 out of 10","8 out of 9","8 out of 10","8"
"050103","WHITE MEMORIAL MEDICAL CENTER","1720 E CESAR AVENUE","Los Angeles","CA","90033","LOS ANGELES","0.65612","0 out of 10","1 out of 9","1 out of 10","1"
"340113","CAROLINAS MEDICAL CENTER/BEHAV HEALTH","1000 BLYTHE BLVD","Charlotte","NC","28203","MECKLENBURG","0.98093","9 out of 10","9 out of 9","9 out of 10","9"
"230030","MIDMICHIGAN MEDICAL CENTER-GRATIOT","300 E WARWICK DR","Alma","MI","48801","GRATIOT","0.95077","5 out of 10","8 out of 9","8 out of 10","8"
"370225","SUMMIT MEDICAL CENTER","1800 SOUTH RENAISSANCE BOULEVARD","Edmond","OK","73034","OKLAHOMA","0.66364","0 out of 10","4 out of 9","4 out of 10","4"
"450104","GUADALUPE REGIONAL MEDICAL CENTER","1215 E COURT ST","Seguin","TX","78155","GUADALUPE","0.94684","5 out of 10","7 out of 9","7 out of 10","7"
"090011","MEDSTAR WASHINGTON HOSPITAL CENTER","110 IRVING ST NW","Washington","DC","20010","DISTRICT OF COLUMBIA","0.95572","6 out of 10","0 out of 9","6 out of 10","6"
"050104","SAINT FRANCIS MEDICAL CENTER","3630 EAST IMPERIAL HIGHWAY","Lynwood","CA","90262","LOS ANGELES","0.93750","4 out of 10","7 out of 9","7 out of 10","7"
"450044","UT SOUTHWESTERN UNIVERSITY HOSPITAL ST PAUL","6201 HARRY HINES BLVD","Dallas","TX","75390","DALLAS","0.97862","8 out of 10","7 out of 9","8 out of 10","8"
"450056","SETON MEDICAL CENTER AUSTIN","1201 W 38TH ST","Austin","TX","78705","TRAVIS","0.88000","0 out of 10","5 out of 9","5 out of 10","5"
"420009","GHS OCONEE MEMORIAL  HOSPITAL","298 MEMORIAL DRIVE","Seneca","SC","29672","OCONEE","0.98956","10 out of 10","9 out of 9","10 out of 10","10"
"360132","FORT HAMILTON HUGHES MEMORIAL HOSPITAL","630 EATON AVENUE","Hamilton","OH","45013","BUTLER","0.97615","8 out of 10","4 out of 9","8 out of 10","8"
"260024","TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD","Houston","MO","65483","TEXAS","0.84279","0 out of 10","3 out of 9","3 out of 10","3"
"450766","UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY","5151 HARRY HINES BLVD","Dallas","TX","75390","DALLAS","0.98915","10 out of 10","9 out of 9","10 out of 10","10"
"260186","LAKE REGIONAL HEALTH SYSTEM","54 HOSPITAL DRIVE","Osage Beach","MO","65065","CAMDEN","0.96348","7 out of 10","4 out of 9","7 out of 10","7"
"450771","TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO","6200 W PARKER RD","Plano","TX","75093","COLLIN","0.98464","9 out of 10","9 out of 9","9 out of 10","9"
"460039","BEAR RIVER VALLEY HOSPITAL","905 NORTH 1000 WEST","Tremonton","UT","84337","BOX ELDER","0.98870","9 out of 10","0 out of 9","9 out of 10","9"
"390076","BRANDYWINE HOSPITAL","201 REECEVILLE ROAD","Coatesville","PA","19320","CHESTER","0.98194","9 out of 10","8 out of 9","9 out of 10","9"
"340064","WILKES REGIONAL MEDICAL CENTER","1370 WEST D ST","North Wilkesboro","NC","28659","WILKES","0.96830","7 out of 10","6 out of 9","7 out of 10","7"
"390157","OHIO VALLEY GENERAL HOSPITAL","25 HECKEL ROAD","Mckees Rocks","PA","15136","ALLEGHENY","0.92308","2 out of 10","5 out of 9","5 out of 10","5"
"390037","HERITAGE VALLEY SEWICKLEY","720 BLACKBURN ROAD","Sewickley","PA","15143","ALLEGHENY","0.99441","10 out of 10","9 out of 9","10 out of 10","10"
"050737","GARFIELD MEDICAL CENTER","525 N GARFIELD AVE","Monterey Park","CA","91754","LOS ANGELES","0.99519","10 out of 10","9 out of 9","10 out of 10","10"
"030113","WHITERIVER PHS INDIAN HOSPITAL","200 WEST HOSPITAL DRIVE  (PO BOX 860)","Whiteriver","AZ","85941","NAVAJO","0.62745","0 out of 10","Not Available","0 out of 10","0"
"280032","MARY LANNING HEALTHCARE","715 N ST JOSEPH AVE","Hastings","NE","68901","ADAMS","0.89577","0 out of 10","7 out of 9","7 out of 10","7"
"170039","SUMNER REGIONAL MEDICAL CENTER","1323 NORTH A STREET","Wellington","KS","67152","SUMNER","0.31579","0 out of 10","0 out of 9","0 out of 10","0"
"250044","BAPTIST MEMORIAL HOSPITAL BOONEVILLE","100 HOSPITAL DRIVE","Booneville","MS","38829","PRENTISS","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"330024","MOUNT SINAI HOSPITAL","ONE GUSTAVE L LEVY PLACE","New York","NY","10029","NEW YORK","0.98606","9 out of 10","8 out of 9","9 out of 10","9"
"340114","REX HOSPITAL","4420 LAKE BOONE TRAIL","Raleigh","NC","27607","WAKE","0.94085","4 out of 10","5 out of 9","5 out of 10","5"
"010125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","Haleyville","AL","35565","WINSTON","0.98969","10 out of 10","9 out of 9","10 out of 10","10"
"440161","TRISTAR CENTENNIAL MEDICAL CENTER","2300 PATTERSON STREET","Nashville","TN","37203","DAVIDSON","0.99359","10 out of 10","9 out of 9","10 out of 10","10"
"180043","MEMORIAL HOSPITAL","210 MARIE LANGDON DRIVE","Manchester","KY","40962","CLAY","0.99621","10 out of 10","9 out of 9","10 out of 10","10"
"200034","ST MARYS REGIONAL MEDICAL CENTER","CAMPUS AVENUE - PO BOX 7291","Lewiston","ME","04240","ANDROSCOGGIN","0.93991","4 out of 10","2 out of 9","4 out of 10","4"
"100204","NORTH FLORIDA REGIONAL MEDICAL CENTER","6500 NEWBERRY RD","Gainesville","FL","32605","ALACHUA","0.99686","10 out of 10","9 out of 9","10 out of 10","10"
"670019","UNIVERSITY GENERAL HOSPITAL","7501 FANNIN","Houston","TX","77054","HARRIS","0.80328","0 out of 10","7 out of 9","7 out of 10","7"
"460007","CEDAR CITY HOSPITAL","1303 NORTH MAIN STREET","Cedar City","UT","84721","IRON","0.99245","10 out of 10","9 out of 9","10 out of 10","10"
"390084","SUNBURY COMMUNITY HOSPITAL","350 NORTH 11TH STREET","Sunbury","PA","17801","NORTHUMBERLAND","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"450108","CONNALLY MEMORIAL MEDICAL CENTER","499 10TH STREET","Floresville","TX","78114","WILSON","0.95098","5 out of 10","0 out of 9","5 out of 10","5"
"490013","SENTARA HALIFAX REGIONAL HOSPITAL","2204 WILBORN AVENUE","South Boston","VA","24592","HALIFAX","0.97236","8 out of 10","8 out of 9","8 out of 10","8"
"230239","CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","500 OSBORN BLVD","Sault Ste Marie","MI","49783","CHIPPEWA","0.96281","7 out of 10","9 out of 9","9 out of 10","9"
"050257","GOOD SAMARITAN HOSPITAL","901 OLIVE DRIVE","Bakersfield","CA","93308","KERN","0.98983","10 out of 10","9 out of 9","10 out of 10","10"
"010044","MARION REGIONAL MEDICAL CENTER","1256 MILITARY STREET SOUTH","Hamilton","AL","35570","MARION","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"100068","FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER","301 MEMORIAL MEDICAL PARKWAY","Daytona Beach","FL","32117","VOLUSIA","0.96617","7 out of 10","8 out of 9","8 out of 10","8"
"170094","COFFEY COUNTY HOSPITAL","801 NORTH 4TH STREET","Burlington","KS","66839","COFFEY","0.84615","0 out of 10","0 out of 9","0 out of 10","0"
"050708","FRESNO SURGICAL HOSPITAL","6125 NORTH FRESNO ST","Fresno","CA","93710","FRESNO","0.98638","9 out of 10","9 out of 9","9 out of 10","9"
"170027","PRATT REGIONAL MEDICAL CENTER","200 COMMODORE ST","Pratt","KS","67124","PRATT","0.85813","0 out of 10","6 out of 9","6 out of 10","6"
"370206","OKLAHOMA SPINE HOSPITAL","14101 PARKWAY COMMONS DRIVE","Oklahoma City","OK","73134","OKLAHOMA","0.88683","0 out of 10","7 out of 9","7 out of 10","7"
"150082","DEACONESS HOSPITAL INC","600 MARY ST","Evansville","IN","47747","VANDERBURGH","0.98875","9 out of 10","9 out of 9","9 out of 10","9"
"370199","LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE","11200 NORTH PORTLAND AVENUE","Oklahoma City","OK","73120","OKLAHOMA","0.78146","0 out of 10","1 out of 9","1 out of 10","1"
"230069","SAINT JOSEPH MERCY LIVINGSTON HOSPITAL","620 BYRON RD","Howell","MI","48843","LIVINGSTON","0.97098","8 out of 10","5 out of 9","8 out of 10","8"
"500119","VALLEY HOSPITAL","12606 EAST MISSION AVENUE","Spokane Valley","WA","99216","SPOKANE","0.99455","10 out of 10","9 out of 9","10 out of 10","10"
"440072","TENNOVA HEALTHCARE-DYERSBURG REGIONAL","400 TICKLE ST","Dyersburg","TN","38024","DYER","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"230054","UP HEALTH SYSTEM - MARQUETTE","420 W MAGNETIC","Marquette","MI","49855","MARQUETTE","0.81179","0 out of 10","0 out of 9","0 out of 10","0"
"100224","UNIVERSITY HOSPITAL AND MEDICAL CENTER","7201 N UNIVERSITY DR","Tamarac","FL","33321","BROWARD","0.97043","8 out of 10","0 out of 9","8 out of 10","8"
"100322","REGIONAL GENERAL HOSPITAL WILLISTON","125 SW 7TH ST","Williston","FL","32696","LEVY","0.16760","0 out of 10","Not Available","0 out of 10","0"
"320038","REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES","1901 RED ROCK DRIVE","Gallup","NM","87301","MCKINLEY","0.85590","0 out of 10","3 out of 9","3 out of 10","3"
"450754","HAMILTON GENERAL HOSPITAL","400 N BROWN, BUILDING 1","Hamilton","TX","76531","HAMILTON","0.84385","0 out of 10","0 out of 9","0 out of 10","0"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","Gastonia","NC","28054","GASTON","0.98901","10 out of 10","9 out of 9","10 out of 10","10"
"420105","MCLEOD LORIS SEACOAST HOSPITAL","3655 MITCHELL STREET","Loris","SC","29569","HORRY","0.97778","8 out of 10","8 out of 9","8 out of 10","8"
"360082","EUCLID HOSPITAL","18901 LAKE SHORE BOULEVARD","Euclid","OH","44119","CUYAHOGA","0.98753","9 out of 10","8 out of 9","9 out of 10","9"
"370083","PUSHMATAHA COUNTY TOWN OF ANTLERS HOSPITAL","510 EAST MAIN STREET","Antlers","OK","74523","PUSHMATAHA","0.73359","0 out of 10","0 out of 9","0 out of 10","0"
"140148","MEMORIAL MEDICAL CENTER","701 N FIRST ST","Springfield","IL","62781","SANGAMON","0.94646","5 out of 10","4 out of 9","5 out of 10","5"
"050534","JOHN F KENNEDY MEMORIAL HOSPITAL","47111 MONROE STREET","Indio","CA","92201","RIVERSIDE","0.97624","8 out of 10","9 out of 9","9 out of 10","9"
"220035","NORTH SHORE MEDICAL CENTER","81 HIGHLAND AVENUE","Salem","MA","01970","ESSEX","0.97490","8 out of 10","2 out of 9","8 out of 10","8"
"450654","STARR COUNTY MEMORIAL HOSPITAL","128  N FM RD 3167","Rio Grande City","TX","78582","STARR","0.84350","0 out of 10","4 out of 9","4 out of 10","4"
"160089","OTTUMWA REGIONAL HEALTH CENTER","1001 E PENNSYLVANIA","Ottumwa","IA","52501","WAPELLO","0.92754","3 out of 10","6 out of 9","6 out of 10","6"
"360109","COSHOCTON COUNTY MEMORIAL HOSPITAL","1460 ORANGE STREET","Coshocton","OH","43812","COSHOCTON","0.88214","0 out of 10","3 out of 9","3 out of 10","3"
"330224","HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS","105 MARY'S AVENUE","Kingston","NY","12401","ULSTER","0.92905","3 out of 10","6 out of 9","6 out of 10","6"
"050222","SHARP CHULA VISTA MEDICAL CENTER","751 MEDICAL CENTER COURT","Chula Vista","CA","91911","SAN DIEGO","0.99114","10 out of 10","9 out of 9","10 out of 10","10"
"370235","ST JOHN BROKEN ARROW, INC","1000 WEST BOISE CIRCLE","Broken Arrow","OK","74012","TULSA","0.99668","10 out of 10","9 out of 9","10 out of 10","10"
"310050","SAINT CLARE'S HOSPITAL","25 POCONO ROAD","Denville","NJ","07834","MORRIS","0.98519","9 out of 10","9 out of 9","9 out of 10","9"
"050417","SUTTER COAST HOSPITAL","800 E WASHINGTON BLVD","Crescent City","CA","95531","DEL NORTE","0.98810","9 out of 10","9 out of 9","9 out of 10","9"
"450597","CUERO COMMUNITY HOSPITAL","2550 N ESPLANADE","Cuero","TX","77954","DE WITT","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"260070","PEMISCOT COUNTY MEMORIAL HOSPITAL","946 EAST REED","Hayti","MO","63851","PEMISCOT","0.35357","0 out of 10","3 out of 9","3 out of 10","3"
"390100","LANCASTER GENERAL HOSPITAL","555 NORTH DUKE STREET","Lancaster","PA","17602","LANCASTER","0.98903","10 out of 10","9 out of 9","10 out of 10","10"
"220163","UMASS MEMORIAL MEDICAL CENTER INC","55 LAKE AVENUE NORTH","Worcester","MA","01655","WORCESTER","0.82846","0 out of 10","0 out of 9","0 out of 10","0"
"010097","ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE","Wetumpka","AL","36092","ELMORE","0.95620","6 out of 10","8 out of 9","8 out of 10","8"
"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","17800 S KEDZIE AVE","Hazel Crest","IL","60429","COOK","0.98022","9 out of 10","7 out of 9","9 out of 10","9"
"030002","BANNER - UNIVERSITY MEDICAL CENTER PHOENIX","1111 EAST MCDOWELL ROAD","Phoenix","AZ","85006","MARICOPA","0.94084","4 out of 10","3 out of 9","4 out of 10","4"
"050723","KAISER FOUNDATION HOSPITAL - BALDWIN PARK","1011 BALDWIN PARK BLVD","Baldwin Park","CA","91706","LOS ANGELES","0.98833","9 out of 10","9 out of 9","9 out of 10","9"
"270023","COMMUNITY MEDICAL CENTER","2827 FORT MISSOULA RD","Missoula","MT","59804","MISSOULA","0.98901","10 out of 10","9 out of 9","10 out of 10","10"
"050121","ADVENTIST MEDICAL CENTER","115 MALL DRIVE","Hanford","CA","93230","KINGS","0.91841","2 out of 10","0 out of 9","2 out of 10","2"
"430012","AVERA SACRED HEART HOSPITAL","501 SUMMIT ST","Yankton","SD","57078","YANKTON","0.98519","9 out of 10","9 out of 9","9 out of 10","9"
"040007","CHI-ST VINCENT INFIRMARY","TWO ST VINCENT CIRCLE","Little Rock","AR","72205","PULASKI","0.96797","7 out of 10","7 out of 9","7 out of 10","7"
"450672","PLAZA MEDICAL CENTER OF FORT WORTH","900 EIGHTH AVENUE","Fort Worth","TX","76104","TARRANT","0.99703","10 out of 10","9 out of 9","10 out of 10","10"
"180149","T J HEALTH COLUMBIA","901 WESTLAKE DRIVE","Columbia","KY","42728","ADAIR","0.82888","0 out of 10","3 out of 9","3 out of 10","3"
"190205","WOMEN'S AND CHILDREN'S HOSPITAL","4600 AMBASSADOR CAFFERY PARKWAY","Lafayette","LA","70508","LAFAYETTE","0.99559","10 out of 10","9 out of 9","10 out of 10","10"
"440001","UNICOI COUNTY MEMORIAL HOSPITAL","GREENWAY CIRCLE","Erwin","TN","37650","UNICOI","0.90654","1 out of 10","7 out of 9","7 out of 10","7"
"160147","GRINNELL REGIONAL MEDICAL CENTER","210 FOURTH AVENUE","Grinnell","IA","50112","POWESHIEK","0.98062","9 out of 10","0 out of 9","9 out of 10","9"
"180004","OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL","440 HOPKINSVILLE STREET","Greenville","KY","42345","MUHLENBERG","0.89818","0 out of 10","0 out of 9","0 out of 10","0"
"140200","ELMHURST MEMORIAL HOSPITAL","155 EAST BRUSH HILL ROAD","Elmhurst","IL","60126","DU PAGE","0.95073","5 out of 10","0 out of 9","5 out of 10","5"
"180020","MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT","3600 WEST CUMBERLAND AVENUE","Middlesboro","KY","40965","BELL","0.86822","0 out of 10","3 out of 9","3 out of 10","3"
"330219","ERIE COUNTY MEDICAL CENTER","462 GRIDER STREET","Buffalo","NY","14215","ERIE","0.92058","2 out of 10","6 out of 9","6 out of 10","6"
"670075","ST LUKE'S HOSPITAL AT THE VINTAGE","20171 CHASEWOOD PARK DRIVE","Houston","TX","77070","HARRIS","0.93197","3 out of 10","5 out of 9","5 out of 10","5"
"150015","FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","Michigan City","IN","46360","LA PORTE","0.97183","8 out of 10","4 out of 9","8 out of 10","8"
"160079","MERCY MEDICAL CENTER - CEDAR RAPIDS","701 10TH STREET SE","Cedar Rapids","IA","52403","LINN","0.90755","1 out of 10","0 out of 9","1 out of 10","1"
