"Hospital_Name","PROVIDER ID","State","Fiscal Year","Domain_1_Score","Domain_1_Score_Footnote","Domain_1_Start_Date","Domain_1_End_Date","AHRQ_PSI_90_Score","AHRQ_PSI_90_Score_Footnote","Domain_2_Score","Domain_2_Score_Footnote","CLABSI_Score","CLABSI_Score_Footnote","CAUTI_Score","CAUTI_Score_Footnote","SSI_Score","SSI_Score_Footnote","Domain_2_Start_Date","Domain_2_End_Date","TOTAL_HAC_SCORE","Total_HAC_Score_Footnote"
BROWARD HEALTH CORAL SPRINGS,100276,FL,2016,7.0000,,07012012,06302014,7.0000,,8.3333,,10,,9,,6,,01012013,12312014,8.0000,
DOUGLAS GARDENS HOSPITAL,100277,FL,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
MEMORIAL HOSPITAL WEST,100281,FL,2016,9.0000,,07012012,06302014,9.0000,,7.0000,,4,,9,,8,,01012013,12312014,7.5000,
WESTCHESTER GENERAL HOSPITAL,100284,FL,2016,2.0000,,07012012,06302014,2.0000,,4.0000,,8,,1,,3,,01012013,12312014,3.5000,
MEMORIAL HOSPITAL MIRAMAR,100285,FL,2016,2.0000,,07012012,06302014,2.0000,,4.0000,,7,,3,,2,,01012013,12312014,3.5000,
PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,100286,FL,2016,3.0000,,07012012,06302014,3.0000,,7.3333,,10,,6,,6,,01012013,12312014,6.2500,
GOOD SAMARITAN MEDICAL CENTER,100287,FL,2016,9.0000,,07012012,06302014,9.0000,,6.6667,,5,,6,,9,,01012013,12312014,7.2500,
ST MARY'S MEDICAL CENTER,100288,FL,2016,3.0000,,07012012,06302014,3.0000,,4.3333,,3,,9,,1,,01012013,12312014,4.0000,
CLEVELAND CLINIC HOSPITAL,100289,FL,2016,4.0000,,07012012,06302014,4.0000,,4.3333,,6,,2,,5,,01012013,12312014,4.2500,
"VILLAGES REGIONAL HOSPITAL, THE",100290,FL,2016,1.0000,,07012012,06302014,1.0000,,6.0000,,8,,8,,2,,01012013,12312014,4.7500,
WUESTHOFF MELBOURNE,100291,FL,2016,8.0000,,07012012,06302014,8.0000,,7.3333,,10,,6,,6,,01012013,12312014,7.5000,
SACRED HEART HOSPITAL ON THE EMERALD COAST,100292,FL,2016,1.0000,,07012012,06302014,1.0000,,6.3333,,7,,8,,4,,01012013,12312014,5.0000,
DOCTORS HOSPITAL,100296,FL,2016,9.0000,,07012012,06302014,9.0000,,6.0000,,9,,1,,8,,01012013,12312014,6.7500,
FLORIDA STATE HOSPITAL UNIT 31 MED,100298,FL,2016,N/A,,07012012,06302014,N/A,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,N/A,
LAKEWOOD RANCH MEDICAL CENTER,100299,FL,2016,2.0000,,07012012,06302014,2.0000,,5.0000,,6,,7,,2,,01012013,12312014,4.2500,
ST CLOUD REGIONAL MEDICAL CENTER,100302,FL,2016,5.0000,,07012012,06302014,5.0000,,4.0000,,8,,3,,1,,01012013,12312014,4.2500,
ST VINCENT'S MEDICAL CENTER SOUTHSIDE,100307,FL,2016,7.0000,,07012012,06302014,7.0000,,1.6667,,1,,2,,2,,01012013,12312014,3.0000,
SACRED HEART HOSPITAL ON THE GULF,100313,FL,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
WEST KENDALL BAPTIST HOSPITAL,100314,FL,2016,8.0000,,07012012,06302014,8.0000,,7.6667,,9,,7,,7,,01012013,12312014,7.7500,
VIERA HOSPITAL,100315,FL,2016,7.0000,,07012012,06302014,7.0000,,4.3333,,8,,3,,2,,01012013,12312014,5.0000,
PALM BAY HOSPITAL,100316,FL,2016,8.0000,,07012012,06302014,8.0000,,3.3333,,6,,3,,1,,01012013,12312014,4.5000,
FLORIDA HOSPITAL WESLEY CHAPEL,100319,FL,2016,9.0000,,07012012,06302014,9.0000,,3.3333,,6,,1,,3,,01012013,12312014,4.7500,
POINCIANA MEDICAL CENTER,100320,FL,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
ST VINCENTS MEDICAL CENTER - CLAY COUNTY INC,100321,FL,2016,4.0000,,07012012,06302014,4.0000,,5.0000,,1,,4,,10,,01012013,12312014,4.7500,
REGIONAL GENERAL HOSPITAL WILLISTON,100322,FL,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
PROMISE HOSPITAL OF FORT MYERS,100324,FL,2016,N/A,,07012012,06302014,N/A,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,N/A,
SELECT SPECIALTY HOSPITAL-DAYTONA BEACH,100325,FL,2016,N/A,,07012012,06302014,N/A,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,N/A,
HAMILTON MEDICAL CENTER,110001,GA,2016,3.0000,,07012012,06302014,3.0000,,6.3333,,9,,6,,4,,01012013,12312014,5.5000,
UPSON REGIONAL MEDICAL CENTER,110002,GA,2016,1.0000,,07012012,06302014,1.0000,,3.6667,,1,,4,,6,,01012013,12312014,3.0000,
MAYO CLINIC HEALTH SYSTEM IN WAYCROSS,110003,GA,2016,3.0000,,07012012,06302014,3.0000,,4.6667,,4,,6,,4,,01012013,12312014,4.2500,
HUTCHESON MEDICAL CENTER,110004,GA,2016,9.0000,,07012012,06302014,9.0000,,6.3333,,1,,10,,8,,01012013,12312014,7.0000,
NORTHSIDE HOSPITAL FORSYTH,110005,GA,2016,4.0000,,07012012,06302014,4.0000,,3.6667,,3,,5,,3,,01012013,12312014,3.7500,
ST MARY'S HOSPITAL,110006,GA,2016,2.0000,,07012012,06302014,2.0000,,1.6667,,1,,3,,1,,01012013,12312014,1.7500,
PHOEBE PUTNEY MEMORIAL HOSPITAL,110007,GA,2016,6.0000,,07012012,06302014,6.0000,,7.6667,,9,,9,,5,,01012013,12312014,7.2500,
NORTHSIDE HOSPITAL CHEROKEE,110008,GA,2016,8.0000,,07012012,06302014,8.0000,,2.3333,,3,,1,,3,,01012013,12312014,3.7500,
EMORY UNIVERSITY HOSPITAL,110010,GA,2016,7.0000,,07012012,06302014,7.0000,,6.0000,,6,,8,,4,,01012013,12312014,6.2500,
TANNER MEDICAL CENTER - CARROLLTON,110011,GA,2016,5.0000,,07012012,06302014,5.0000,,6.0000,,5,,6,,7,,01012013,12312014,5.7500,
TANNER MEDICAL CENTER VILLA RICA,110015,GA,2016,8.0000,,07012012,06302014,8.0000,,3.6667,,1,,4,,6,,01012013,12312014,4.7500,
"WEST GEORGIA MEDICAL CENTER, INC",110016,GA,2016,1.0000,,07012012,06302014,1.0000,,5.3333,,5,,3,,8,,01012013,12312014,4.2500,
NEWTON MEDICAL CENTER,110018,GA,2016,3.0000,,07012012,06302014,3.0000,,7.6667,,10,,10,,3,,01012013,12312014,6.5000,
GORDON HOSPITAL,110023,GA,2016,1.0000,,07012012,06302014,1.0000,,2.6667,,1,,2,,5,,01012013,12312014,2.2500,
CANDLER HOSPITAL,110024,GA,2016,10.0000,,07012012,06302014,10.0000,,8.3333,,9,,7,,9,,01012013,12312014,8.7500,
SOUTHEAST GEORGIA HEALTH SYSTEM - BRUNSWICK CAMPUS,110025,GA,2016,5.0000,,07012012,06302014,5.0000,,6.0000,,9,,5,,4,,01012013,12312014,5.7500,
ELBERT MEMORIAL HOSPITAL,110026,GA,2016,7.0000,,07012012,06302014,7.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,7.0000,
"TY COBB REGIONAL MEDICAL CENTER, LLC",110027,GA,2016,1.0000,,07012012,06302014,1.0000,,1.0000,,N/A,,1,,1,,01012013,12312014,1.0000,
UNIVERSITY HOSPITAL,110028,GA,2016,1.0000,,07012012,06302014,1.0000,,5.6667,,9,,5,,3,,01012013,12312014,4.5000,
"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,GA,2016,2.0000,,07012012,06302014,2.0000,,5.3333,,3,,6,,7,,01012013,12312014,4.5000,
CARTERSVILLE MEDICAL CENTER,110030,GA,2016,9.0000,,07012012,06302014,9.0000,,6.3333,,8,,9,,2,,01012013,12312014,7.0000,
SPALDING REGIONAL HOSPITAL,110031,GA,2016,1.0000,,07012012,06302014,1.0000,,10.0000,,10,,10,,10,,01012013,12312014,7.7500,
STEPHENS COUNTY HOSPITAL,110032,GA,2016,9.0000,,07012012,06302014,9.0000,,2.3333,,1,,3,,3,,01012013,12312014,4.0000,
GEORGIA HEALTH SCIENCES MEDICAL CENTER,110034,GA,2016,10.0000,,07012012,06302014,10.0000,,8.6667,,7,,9,,10,,01012013,12312014,9.0000,
WELLSTAR KENNESTONE HOSPITAL,110035,GA,2016,9.0000,,07012012,06302014,9.0000,,7.3333,,7,,9,,6,,01012013,12312014,7.7500,
MEMORIAL UNIVERSITY MEDICAL CENTER,110036,GA,2016,10.0000,,07012012,06302014,10.0000,,7.6667,,6,,9,,8,,01012013,12312014,8.2500,
JOHN D ARCHBOLD MEMORIAL HOSPITAL,110038,GA,2016,2.0000,,07012012,06302014,2.0000,,5.3333,,8,,5,,3,,01012013,12312014,4.5000,
TRINITY HOSPITAL OF AUGUSTA,110039,GA,2016,6.0000,,07012012,06302014,6.0000,,9.0000,,10,,10,,7,,01012013,12312014,8.2500,
NORTHRIDGE MEDICAL CENTER,110040,GA,2016,7.0000,,07012012,06302014,7.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,7.0000,
HABERSHAM COUNTY MEDICAL CTR,110041,GA,2016,7.0000,,07012012,06302014,7.0000,,2.5000,,N/A,,1,,4,,01012013,12312014,3.6250,
WELLSTAR PAULDING HOSPITAL,110042,GA,2016,9.0000,,07012012,06302014,9.0000,,3.5000,,N/A,,6,,1,,01012013,12312014,4.8750,
ST JOSEPH'S HOSPITAL - SAVANNAH,110043,GA,2016,8.0000,,07012012,06302014,8.0000,,4.6667,,9,,3,,2,,01012013,12312014,5.5000,
PHOEBE SUMTER MEDICAL CENTER,110044,GA,2016,8.0000,,07012012,06302014,8.0000,,3.0000,,N/A,,5,,1,,01012013,12312014,4.2500,
BARROW REGIONAL MEDICAL CENTER,110045,GA,2016,4.0000,,07012012,06302014,4.0000,,1.0000,,N/A,,1,,1,,01012013,12312014,1.7500,
CLEARVIEW REGIONAL MEDICAL CENTER,110046,GA,2016,9.0000,,07012012,06302014,9.0000,,1.3333,,1,,2,,1,,01012013,12312014,3.2500,
MURRAY MEDICAL CENTER,110050,GA,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
UNION GENERAL HOSPITAL,110051,GA,2016,5.0000,,07012012,06302014,5.0000,,1.0000,,N/A,,N/A,,1,,01012013,12312014,2.0000,
FLOYD MEDICAL CENTER,110054,GA,2016,4.0000,,07012012,06302014,4.0000,,5.0000,,9,,3,,3,,01012013,12312014,4.7500,
MIDTOWN MEDICAL CENTER,110064,GA,2016,2.0000,,07012012,06302014,2.0000,,7.3333,,7,,10,,5,,01012013,12312014,6.0000,
HOUSTON MEDICAL CENTER,110069,GA,2016,1.0000,,07012012,06302014,1.0000,,3.6667,,4,,3,,4,,01012013,12312014,3.0000,
APPLING HOSPITAL,110071,GA,2016,4.0000,,07012012,06302014,4.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,1.7500,
DORMINY MEDICAL CENTER,110073,GA,2016,8.0000,,07012012,06302014,8.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,2.7500,
ATHENS REGIONAL MEDICAL CENTER,110074,GA,2016,9.0000,,07012012,06302014,9.0000,,8.3333,,8,,10,,7,,01012013,12312014,8.5000,
EAST GEORGIA REGIONAL MEDICAL CENTER,110075,GA,2016,7.0000,,07012012,06302014,7.0000,,4.3333,,5,,3,,5,,01012013,12312014,5.0000,
DEKALB MEDICAL CENTER,110076,GA,2016,6.0000,,07012012,06302014,6.0000,,8.6667,,8,,8,,10,,01012013,12312014,8.0000,
EMORY UNIVERSITY HOSPITAL MIDTOWN,110078,GA,2016,10.0000,,07012012,06302014,10.0000,,8.6667,,9,,8,,9,,01012013,12312014,9.0000,
GRADY MEMORIAL HOSPITAL,110079,GA,2016,10.0000,,07012012,06302014,10.0000,,8.6667,,9,,8,,9,,01012013,12312014,9.0000,
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",110082,GA,2016,9.0000,,07012012,06302014,9.0000,,6.0000,,4,,9,,5,,01012013,12312014,6.7500,
PIEDMONT HOSPITAL,110083,GA,2016,10.0000,,07012012,06302014,10.0000,,9.3333,,10,,10,,8,,01012013,12312014,9.5000,
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,110086,GA,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
GWINNETT MEDICAL CENTER,110087,GA,2016,6.0000,,07012012,06302014,6.0000,,8.3333,,8,,9,,8,,01012013,12312014,7.7500,
COFFEE REGIONAL MEDICAL CENTER,110089,GA,2016,3.0000,,07012012,06302014,3.0000,,4.3333,,9,,1,,3,,01012013,12312014,4.0000,
ROCKDALE MEDICAL CENTER,110091,GA,2016,1.0000,,07012012,06302014,1.0000,,8.3333,,10,,5,,10,,01012013,12312014,6.5000,
DODGE COUNTY HOSPITAL,110092,GA,2016,3.0000,,07012012,06302014,3.0000,,3.5000,,N/A,,1,,6,,01012013,12312014,3.3750,
TIFT REGIONAL MEDICAL CENTER,110095,GA,2016,8.0000,,07012012,06302014,8.0000,,7.0000,,8,,4,,9,,01012013,12312014,7.2500,
JEFFERSON HOSPITAL,110100,GA,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,110101,GA,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
CRISP REGIONAL HOSPITAL,110104,GA,2016,10.0000,,07012012,06302014,10.0000,,8.0000,,10,,4,,10,,01012013,12312014,8.5000,
COLQUITT REGIONAL MEDICAL CENTER,110105,GA,2016,9.0000,,07012012,06302014,9.0000,,1.6667,,1,,2,,2,,01012013,12312014,3.5000,
MEDICAL CENTER OF CENTRAL GEORGIA,110107,GA,2016,8.0000,,07012012,06302014,8.0000,,8.0000,,8,,8,,8,,01012013,12312014,8.0000,
EMANUEL MEDICAL CENTER,110109,GA,2016,7.0000,,07012012,06302014,7.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,7.0000,
UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,110111,GA,2016,3.0000,,07012012,06302014,3.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,3.0000,
BURKE MEDICAL CENTER,110113,GA,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
ATLANTA MEDICAL CENTER,110115,GA,2016,9.0000,,07012012,06302014,9.0000,,6.3333,,8,,9,,2,,01012013,12312014,7.0000,
GRADY GENERAL HOSPITAL,110121,GA,2016,8.0000,,07012012,06302014,8.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,8.0000,
SOUTH GEORGIA MEDICAL CENTER,110122,GA,2016,4.0000,,07012012,06302014,4.0000,,3.6667,,3,,6,,2,,01012013,12312014,3.7500,
WAYNE MEMORIAL HOSPITAL,110124,GA,2016,4.0000,,07012012,06302014,4.0000,,3.0000,,N/A,,1,,5,,01012013,12312014,3.2500,
FAIRVIEW PARK HOSPITAL,110125,GA,2016,1.0000,,07012012,06302014,1.0000,,4.0000,,4,,6,,2,,01012013,12312014,3.2500,
MEADOWS REGIONAL MEDICAL CENTER,110128,GA,2016,8.0000,,07012012,06302014,8.0000,,9.0000,,10,,10,,7,,01012013,12312014,8.7500,
"ST FRANCIS HOSPITAL, INC",110129,GA,2016,2.0000,,07012012,06302014,2.0000,,5.6667,,8,,3,,6,,01012013,12312014,4.7500,
IRWIN COUNTY HOSPITAL,110130,GA,2016,8.0000,,07012012,06302014,8.0000,,1.0000,,N/A,,N/A,,1,,01012013,12312014,2.7500,
MEMORIAL HOSPITAL AND MANOR,110132,GA,2016,2.0000,,07012012,06302014,2.0000,,6.5000,,N/A,,4,,9,,01012013,12312014,5.3750,
TAYLOR REGIONAL HOSPITAL,110135,GA,2016,7.0000,,07012012,06302014,7.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,7.0000,
EVANS MEMORIAL HOSPITAL,110142,GA,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
WELLSTAR COBB HOSPITAL,110143,GA,2016,9.0000,,07012012,06302014,9.0000,,7.3333,,8,,10,,4,,01012013,12312014,7.7500,
SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,110146,GA,2016,2.0000,,07012012,06302014,2.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,2.0000,
OCONEE REGIONAL MEDICAL CENTER,110150,GA,2016,3.0000,,07012012,06302014,3.0000,,7.6667,,6,,8,,9,,01012013,12312014,6.5000,
PERRY HOSPITAL,110153,GA,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
NORTHSIDE HOSPITAL,110161,GA,2016,10.0000,,07012012,06302014,10.0000,,3.3333,,3,,4,,3,,01012013,12312014,5.0000,
"COLISEUM MEDICAL CENTERS, LLC, DBA",110164,GA,2016,9.0000,,07012012,06302014,9.0000,,5.3333,,9,,4,,3,,01012013,12312014,6.2500,
SOUTHERN REGIONAL MEDICAL CENTER,110165,GA,2016,9.0000,,07012012,06302014,9.0000,,7.3333,,10,,8,,4,,01012013,12312014,7.7500,
REDMOND REGIONAL MEDICAL CENTER,110168,GA,2016,4.0000,,07012012,06302014,4.0000,,7.0000,,9,,8,,4,,01012013,12312014,6.2500,
DOCTORS HOSPITAL,110177,GA,2016,10.0000,,07012012,06302014,10.0000,,4.3333,,7,,4,,2,,01012013,12312014,5.7500,
WELLSTAR DOUGLAS HOSPITAL,110184,GA,2016,7.0000,,07012012,06302014,7.0000,,5.6667,,1,,9,,7,,01012013,12312014,6.0000,
CHESTATEE REGIONAL HOSPITAL,110187,GA,2016,2.0000,,07012012,06302014,2.0000,,1.0000,,N/A,,N/A,,1,,01012013,12312014,1.2500,
FANNIN REGIONAL HOSPITAL,110189,GA,2016,8.0000,,07012012,06302014,8.0000,,1.0000,,N/A,,N/A,,1,,01012013,12312014,2.7500,
FLINT RIVER COMMUNITY HOSPITAL,110190,GA,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
PIEDMONT HENRY HOSPITAL,110191,GA,2016,3.0000,,07012012,06302014,3.0000,,6.6667,,7,,8,,5,,01012013,12312014,5.7500,
EASTSIDE MEDICAL CENTER,110192,GA,2016,3.0000,,07012012,06302014,3.0000,,6.6667,,3,,8,,9,,01012013,12312014,5.7500,
DONALSONVILLE HOSPITAL INC,110194,GA,2016,3.0000,,07012012,06302014,3.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,3.0000,
NORTH FULTON HOSPITAL,110198,GA,2016,8.0000,,07012012,06302014,8.0000,,4.6667,,5,,4,,5,,01012013,12312014,5.5000,
NORTHSIDE MEDICAL CENTER,110200,GA,2016,3.0000,,07012012,06302014,3.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,3.0000,
COLISEUM NORTHSIDE HOSPITAL,110201,GA,2016,4.0000,,07012012,06302014,4.0000,,6.5000,,9,,4,,N/A,,01012013,12312014,5.8750,
NORTH GEORGIA MEDICAL CENTER,110205,GA,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
TURNING POINT HOSPITAL,110209,GA,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
PIEDMONT FAYETTE HOSPITAL,110215,GA,2016,6.0000,,07012012,06302014,6.0000,,4.6667,,7,,3,,4,,01012013,12312014,5.0000,
PIEDMONT MOUNTAINSIDE HOSPITAL INC,110225,GA,2016,1.0000,,07012012,06302014,1.0000,,1.6667,,1,,3,,1,,01012013,12312014,1.5000,
DEKALB MEDICAL CENTER AT HILLANDALE,110226,GA,2016,9.0000,,07012012,06302014,9.0000,,6.0000,,10,,7,,1,,01012013,12312014,6.7500,
"PIEDMONT NEWNAN HOSPITAL, INC",110229,GA,2016,4.0000,,07012012,06302014,4.0000,,6.0000,,3,,6,,9,,01012013,12312014,5.5000,
EMORY JOHNS CREEK HOSPITAL,110230,GA,2016,9.0000,,07012012,06302014,9.0000,,7.6667,,4,,10,,9,,01012013,12312014,8.0000,
SOUTHEASTERN REGIONAL MEDICAL CENTER,110233,GA,2016,8.0000,,07012012,06302014,8.0000,,8.0000,,N/A,,N/A,,8,,01012013,12312014,8.0000,
SGMC BERRIEN CAMPUS,110234,GA,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
LANDMARK HOSPITAL OF SAVANNAH,110235,GA,2016,N/A,,07012012,06302014,N/A,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,N/A,
THE QUEENS MEDICAL CENTER,120001,HI,2016,7.0000,,07012012,06302014,7.0000,,5.0000,,4,,4,,7,,01012013,12312014,5.5000,
MAUI MEMORIAL MEDICAL CENTER,120002,HI,2016,9.0000,,07012012,06302014,9.0000,,7.6667,,5,,9,,9,,01012013,12312014,8.0000,
WAHIAWA GENERAL HOSPITAL,120004,HI,2016,8.0000,,07012012,06302014,8.0000,,6.5000,,10,,3,,N/A,,01012013,12312014,6.8750,
HILO MEDICAL CENTER,120005,HI,2016,1.0000,,07012012,06302014,1.0000,,1.6667,,1,,2,,2,,01012013,12312014,1.5000,
CASTLE MEDICAL CENTER,120006,HI,2016,6.0000,,07012012,06302014,6.0000,,3.3333,,1,,3,,6,,01012013,12312014,4.0000,
KUAKINI MEDICAL CENTER,120007,HI,2016,4.0000,,07012012,06302014,4.0000,,3.0000,,3,,4,,2,,01012013,12312014,3.2500,
KAISER FOUNDATION HOSPITAL,120011,HI,2016,7.0000,,07012012,06302014,7.0000,,5.0000,,3,,2,,10,,01012013,12312014,5.5000,
WILCOX MEMORIAL HOSPITAL,120014,HI,2016,4.0000,,07012012,06302014,4.0000,,6.0000,,1,,7,,10,,01012013,12312014,5.5000,
KONA COMMUNITY HOSPITAL,120019,HI,2016,2.0000,,07012012,06302014,2.0000,,3.6667,,1,,9,,1,,01012013,12312014,3.2500,
STRAUB CLINIC AND HOSPITAL,120022,HI,2016,2.0000,,07012012,06302014,2.0000,,5.0000,,1,,7,,7,,01012013,12312014,4.2500,
PALI MOMI MEDICAL CENTER,120026,HI,2016,6.0000,,07012012,06302014,6.0000,,7.3333,,5,,7,,10,,01012013,12312014,7.0000,
NORTH HAWAII COMMUNITY HOSPITAL,120028,HI,2016,4.0000,,07012012,06302014,4.0000,,1.0000,,N/A,,N/A,,1,,01012013,12312014,1.7500,
ST LUKES MAGIC VALLEY MEDICAL CENTER,130002,ID,2016,3.0000,,07012012,06302014,3.0000,,6.3333,,5,,4,,10,,01012013,12312014,5.5000,
ST JOSEPH REGIONAL MEDICAL CENTER,130003,ID,2016,9.0000,,07012012,06302014,9.0000,,6.6667,,7,,8,,5,,01012013,12312014,7.2500,
ST LUKE'S REGIONAL MEDICAL CENTER,130006,ID,2016,5.0000,,07012012,06302014,5.0000,,6.0000,,4,,7,,7,,01012013,12312014,5.7500,
ST ALPHONSUS REGIONAL MEDICAL CENTER,130007,ID,2016,10.0000,,07012012,06302014,10.0000,,7.3333,,7,,7,,8,,01012013,12312014,8.0000,
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,130013,ID,2016,4.0000,,07012012,06302014,4.0000,,3.6667,,1,,2,,8,,01012013,12312014,3.7500,
WEST VALLEY MEDICAL CENTER,130014,ID,2016,2.0000,,07012012,06302014,2.0000,,4.0000,,1,,3,,8,,01012013,12312014,3.5000,
EASTERN IDAHO REGIONAL MEDICAL CENTER,130018,ID,2016,5.0000,,07012012,06302014,5.0000,,3.3333,,1,,8,,1,,01012013,12312014,3.7500,
MADISON MEMORIAL HOSPITAL,130025,ID,2016,10.0000,,07012012,06302014,10.0000,,9.0000,,N/A,,N/A,,9,,01012013,12312014,9.2500,
PORTNEUF MEDICAL CENTER,130028,ID,2016,9.0000,,07012012,06302014,9.0000,,8.3333,,7,,9,,9,,01012013,12312014,8.5000,
KOOTENAI HEALTH,130049,ID,2016,6.0000,,07012012,06302014,6.0000,,6.0000,,3,,6,,9,,01012013,12312014,6.0000,
TREASURE VALLEY HOSPITAL,130063,ID,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
MOUNTAIN VIEW HOSPITAL,130065,ID,2016,4.0000,,07012012,06302014,4.0000,,6.0000,,N/A,,N/A,,6,,01012013,12312014,5.5000,
NORTHWEST SPECIALTY HOSPITAL,130066,ID,2016,8.0000,,07012012,06302014,8.0000,,10.0000,,N/A,,N/A,,10,,01012013,12312014,9.5000,
IDAHO DOCTORS HOSPITAL,130067,ID,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
GRAHAM HOSPITAL ASSOCIATION,140001,IL,2016,4.0000,,07012012,06302014,4.0000,,3.5000,,N/A,,1,,6,,01012013,12312014,3.6250,
ALTON MEMORIAL HOSPITAL,140002,IL,2016,7.0000,,07012012,06302014,7.0000,,6.0000,,7,,9,,2,,01012013,12312014,6.2500,
PRESENCE SAINT JOSEPH MEDICAL CENTER,140007,IL,2016,7.0000,,07012012,06302014,7.0000,,6.3333,,7,,8,,4,,01012013,12312014,6.5000,
GOTTLIEB MEMORIAL HOSPITAL,140008,IL,2016,6.0000,,07012012,06302014,6.0000,,5.6667,,1,,7,,9,,01012013,12312014,5.7500,
NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,140010,IL,2016,10.0000,,07012012,06302014,10.0000,,5.3333,,3,,8,,5,,01012013,12312014,6.5000,
SOUTHERN ILLINOIS HOSPITAL SERVICES DBA HERRIN HOSPITAL,140011,IL,2016,3.0000,,07012012,06302014,3.0000,,3.6667,,5,,3,,3,,01012013,12312014,3.5000,
KATHERINE SHAW BETHEA HOSPITAL,140012,IL,2016,5.0000,,07012012,06302014,5.0000,,5.5000,,N/A,,1,,10,,01012013,12312014,5.3750,
PROCTOR HOSPITAL,140013,IL,2016,8.0000,,07012012,06302014,8.0000,,5.3333,,7,,1,,8,,01012013,12312014,6.0000,
BLESSING HOSPITAL,140015,IL,2016,10.0000,,07012012,06302014,10.0000,,3.6667,,3,,3,,5,,01012013,12312014,5.2500,
MT SINAI HOSPITAL MEDICAL CENTER,140018,IL,2016,10.0000,,07012012,06302014,10.0000,,6.0000,,6,,5,,7,,01012013,12312014,7.0000,
SHELBY MEMORIAL HOSPITAL,140019,IL,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
ST MARYS HOSPITAL,140026,IL,2016,2.0000,,07012012,06302014,2.0000,,4.6667,,1,,3,,10,,01012013,12312014,4.0000,
COPLEY MEMORIAL HOSPITAL,140029,IL,2016,10.0000,,07012012,06302014,10.0000,,4.0000,,4,,3,,5,,01012013,12312014,5.5000,
SHERMAN HOSPITAL,140030,IL,2016,1.0000,,07012012,06302014,1.0000,,6.0000,,3,,8,,7,,01012013,12312014,4.7500,
